"iso3","year","loan"
"VEN",2019,-0.06
"VNM",1997,386.91
"VNM",2006,787.99
"VNM",2007,1344.46
"VNM",1996,444.81
"VNM",1995,214.74
"VNM",2018,959.8
"VNM",1998,610.5
"VNM",1999,771.65
"VNM",2009,2368.59
"VNM",2005,879.97
"VNM",2019,488.03
"VNM",2008,1234.58
"VNM",2000,1002.77
"VNM",2001,743.53
"VNM",2017,1706.11
"VNM",2012,3090.48
"VNM",2003,923.62
"VNM",2004,949.63
"VNM",2011,2276.98
"VNM",2002,576
"VNM",2010,1741.7
"VNM",2016,2181.12
"VNM",2015,2408.95
"VNM",2014,3325.56
"VNM",2013,3069.47
"FSM",2007,-0.57
"FSM",2011,-0.65
"FSM",2008,-0.62
"FSM",2004,1.6
"FSM",2015,25.97
"FSM",2006,0.68
"FSM",2018,-1.39
"FSM",2019,-1.32
"FSM",2009,-0.61
"FSM",2010,-0.6
"FSM",2005,2.93
"FSM",2014,0.97
"FSM",2016,-1.41
"FSM",2017,-1.6
"FSM",2012,-0.61
"FSM",2013,-0.65
"YEM",2011,-50.71
"YEM",2012,58.01
"YEM",2013,-22.46
"YEM",2014,274.68
"YEM",2015,-73.68
"YEM",2016,-51.39
"YEM",2017,479.55
"YEM",2018,272.97
"YEM",2019,336.69
"YEM",1996,78.06
"YEM",1997,158
"YEM",1998,187.05
"YEM",1995,12.25
"YEM",2000,51.41
"YEM",2001,179.17
"YEM",2002,50.03
"YEM",1999,251.26
"YEM",2004,27.64
"YEM",2005,78.3
"YEM",2006,79.15
"YEM",2003,50.49
"YEM",2008,70.34
"YEM",2009,94.67
"YEM",2010,79.9
"YEM",2007,7.7
"ZMB",1995,1508.14
"ZMB",1997,227.09
"ZMB",1998,-5.23
"ZMB",1999,184.06
"ZMB",1996,195.04
"ZMB",2001,-17.85
"ZMB",2002,112.64
"ZMB",2003,-156.6
"ZMB",2000,271.83
"ZMB",2019,198.4
"ZMB",2005,-736.8
"ZMB",2006,-3243.43
"ZMB",2007,98.12
"ZMB",2008,84.16
"ZMB",2009,313.45
"ZMB",2010,134.58
"ZMB",2011,86.36
"ZMB",2012,99.2
"ZMB",2013,84.24
"ZMB",2014,130.82
"ZMB",2015,108.34
"ZMB",2016,178.21
"ZMB",2004,156.2
"ZMB",2018,118.53
"ZMB",2017,81.45
"ZWE",1996,53.85
"ZWE",1997,98.64
"ZWE",1998,9.67
"ZWE",2000,-12.17
"ZWE",2001,-2.98
"ZWE",2002,-1.16
"ZWE",1999,18.89
"ZWE",2004,-26.57
"ZWE",2005,-9.19
"ZWE",2006,-9.64
"ZWE",2003,-14.62
"ZWE",1995,51.71
"ZWE",2009,-0.09
"ZWE",2010,-6.36
"ZWE",2011,0.71
"ZWE",2012,-9.45
"ZWE",2013,4.53
"ZWE",2014,2.31
"ZWE",2015,-20.79
"ZWE",2016,-92.82
"ZWE",2017,-0.21
"ZWE",2018,2.07
"ZWE",2019,-12.69
"ZWE",2007,-0.35
"ZWE",2008,-2.33
